"raw_row_number","date","time","location","lat","lng","geocode_source","beat","district","subject_race","subject_sex","type","violation","citation_issued","outcome","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","raw_race"
"1090857",2016-04-20,NA,"600 T C JESTER",29.7854406,-95.4171758,"GM","2A60",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",44,35,"GRY","LEXS","ES35","White"
"1141870",2016-05-26,NA,"1600 CRAWFORD",29.7489873,-95.3636047,"GM","1A10",1,NA,"male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"GREEN","FORD","SUV",NA
"682799",2015-05-01,NA,"US 290 AND GESSNER",29.7623579,-95.5447501,"GM",NA,NA,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",70,60,"SILVER","DODGE","CHALLENGER","White"
"1402671",2017-01-19,NA,NA,NA,NA,NA,NA,NA,"white","male","vehicular","SEAT BELT PASSENGER",TRUE,"citation",NA,60,"WHI","DODG","RAM","White"
"1271952",2016-09-15,NA,"12000 SCOTT",29.6291282,-95.3680478,"GM","14D40",14,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",50,40,"MAR","VOLV","XC90","Black"
"1898646",2018-05-08,17:50:00,"2700 WEST SAM HOUSTON PKWY NORTH, WEST SERVICE RD",29.820791,-95.562139,"GM","4F20",4,"asian/pacific islander","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",63,45,"SIL","TOYT","MATR","Asian"
"809952|809990|810130",2015-08-16,NA,"100 N WILCREST DRIVE",29.665564,-95.5691857,"GM","19G50",19,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BLK","TOYT","YARIS","White"
"2391300|2391301|2391302",2019-08-06,14:23:00,"7600 GULF FWY, WEST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"black","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLK","BMW","535","Black"
"2002482",2018-08-01,09:30:00,"I 69 AND IH 10",29.7687631,-95.3447605,"GM","7C10",7,"white","male","vehicular","IMPEDE THE SPEED LIMIT/DRIVING  DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"RED","FORD","F-150","White"
"574040|574951",2015-02-13,NA,"4100 CAVALCADE",29.8001574,-95.330578,"GM","7C20",7,"black","male","vehicular","DEFECTIVE EQUIPMENT.|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"BLACK","VOLKSWAGEN","PASSAT","Black"
"294326",2014-07-04,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",69,60,"WHITE","NISS","MAXI","White"
"496734",2014-12-10,NA,"3600 N SHEPHERD",29.8190103,-95.410392,"GM","3B30",3,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"BLACK","CHEV","SILV","White"
"1640984",2017-08-24,NA,"GULF FREEWAY AND AIRPORT BOULEVARD",29.6525062,-95.2518445,"GM","13D20",13,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",85,60,"BLK","DODG","CHAR","White"
"4106",2014-01-04,NA,"NORTH FWY E. SER RD AND W. TIDWELL",29.850108,-95.51062,"GM","5F30",5,"black","male","vehicular","FAILURE TO SIGNAL CHANGING LANES - DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"RED","CHEVY","1500","Black"
"1128546",2016-05-17,NA,"800 WEST GRAY EB",29.7532961,-95.3942131,"GM","1A20",1,"unknown","female","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING.../20 DIST BETWEEN BLOCKS",TRUE,"citation",25,20,"WHI","CHEVROLET","CAMARO","Unknown"
"1480338",2017-03-28,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",74,60,"RED","DODG","NEON","White"
"352424",2014-08-20,NA,"3300 ROGERDALE",29.7214274,-95.5606079,"GM","20G30",20,"unknown","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"GREEN","ACUR","1TR","Unknown"
"2279524",2019-04-18,14:39:00,"4200 GULF FWY, WEST SERVICE RD",29.7127438,-95.3122993,"GM","13D10",13,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",50,40,"WHI","NISSAN","ALTIMA","White"
"2677864",2020-09-09,07:45:00,"IH 10",29.768391,-95.363898,"GM","2A10",2,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",93,60,"BLK","BMW","328I",NA
"2063807",2018-09-26,11:17:00,"4200 GULF FWY, WEST SERVICE RD",29.7127438,-95.3122993,"GM","13D10",13,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",57,40,"RED","CHEV","SILV","White"
"2181819",2019-01-21,16:25:00,"CANINOA AND BAUMAN E/B",29.875662,-95.3721404999999,"SU","6B10",6,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"RED","CHEVROLET","HHR","White"
"405320|405777",2014-10-02,NA,"S GESSNER ROAD AND W BELLFORT AVE",29.6556068,-95.5280869,"GM","17E40",17,"black","female","vehicular","FAIL TO SIGNAL FOR TURN (INTERSECTION)|TURNING A VEHICLE FROM A DIRECT COURSE NOT IN SAFETY-(INTERSECTION)",TRUE,"citation",NA,NA,"RED","PONTIAC","GRAND AM","Black"
"1779355",2018-02-02,15:57:00,"2400 S WAYSIDE DRIVE",29.7148307,-95.3154962,"GM","13D10",13,"white","female","vehicular","TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)",TRUE,"citation",NA,NA,"WHI","CHEVROLET","TAHOE","White"
"2053169",2018-09-15,23:30:00,"S SAM HOUSTON PKWY W AND W. BELLFORT ST",29.653803,-95.5498095,"SU","17E30",17,NA,"male","vehicular","RAN RED LIGHT/INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"BROWN","CHEVROLET","1500",NA
"118990",2014-03-21,NA,"13000 GULF FRWY SERV RD",29.7042608,-95.3030392,"GM","13D10",13,NA,"male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",62,45,"BLUE","CHRYSLER","300",NA
"1833055",2018-03-16,22:40:00,"13300 CLAY RD(WB)",29.8310347,-95.6892689,"GM",NA,NA,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",60,45,"MAR","FORD","ESCA","White"
"2070935",2018-10-03,00:55:00,"S MACGREGOR WAY AND SCOTT ST",29.708379,-95.357151,"SU","10H60",10,"black","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"BLACK","Range Rover","HSE","Black"
"1113458",2016-05-07,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",80,60,"BLK","CADI","SRX","White"
"2358264",2019-07-03,13:56:00,"14000 KATY FWY, NORTH SERVICE RD",29.7763921,-95.3873052,"GM","2A40",2,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",69,45,"WHI","FORD","F250","Black"
"1077303",2016-04-07,NA,NA,NA,NA,NA,NA,NA,"black","female","vehicular","DRIVING WITH LICENSE INVALID(DWLI) PROHIBITED BY ORDER",TRUE,"citation",NA,NA,"BLK","BMW","5-SE","Black"
"1453785",2017-03-04,NA,"S MAGREGOR AND SOUTH FWY",29.7088127,-95.3764843,"GM","10H70",10,"white","female","vehicular","RAN RED LIGHT/INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"GRAY","HONDA","CIVIC","White"
"612384",2015-03-16,NA,"GULF FREEWAY COLLECTOR ROADWAY AND W DALLAS",29.5217528,-95.1246219,"GM",NA,NA,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",50,40,"SILVER","NISSAN","ALTIMA","White"
"271763",2014-06-17,NA,"BAY AREA BLVD AND DIARA LN",29.5988519,-95.0824477,"GM",NA,NA,"unknown","female","vehicular","RAN RED LIGHT/INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"GRAY","TOYOTA","COROLLA","Unknown"
"1472452",2017-03-22,NA,"IH 610 AND OLD KATY RD",29.7838924,-95.4597006,"GM","5F10",5,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",75,60,"GRY","CHEVROLET","MALIBU","Black"
"1880990",2018-04-25,13:04:00,"100 S HEIGHTS BOULEVARD",29.768705,-95.3970921,"GM","2A50",2,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",48,35,"GRY","VOLV","XC90","Black"
"508491",2014-12-18,NA,"US 59 AND RANKIN",29.9658588,-95.4218971,"GM","22B20",22,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",76,65,"BLUE","HYUN","ACCE","White"
"863948",2015-10-05,NA,"WESPARK AND WILCREST",29.7204132,-95.5714377,"GM","20G30",20,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN STREETS) (URBAN DISTRICT)",TRUE,"citation",44,35,"MAR","CHEV","MALI","White"
"2042449",2018-09-05,17:43:00,"E. HARDY (NB) AND LITTLE YORK",29.8709010000001,-95.3644995,"SU","7C40",7,"white","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",53,40,"GRY","TOYT","CAMRY","White"
"51429",2014-02-07,NA,"900 PEBBLESHIRE",29.5684272,-95.135912,"GM","12D60",12,"white","female","vehicular","OPERATING MOTOR VEHICLE IN VIOLATION OF RESTRICTION CODE A ON DRIVERS LICENSE",TRUE,"citation",NA,NA,"GRAY","MERCEDES","E350","White"
"541117|541395|541499",2015-01-21,NA,"5744 PINEMONT DR",29.8410003,-95.4726013,"GM","3B10",3,"black","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|NO VEHICLE INSPECTION STICKER",TRUE,"citation",NA,NA,"WHITE","DODG","RAM","Black"
"1808204|1808205",2018-02-26,08:07:00,"1000 IH 10",29.7851056,-95.5607949,"GM","4F10",4,"white","male","vehicular","CHANGING LANES NOT IN SAFETY|IMPEDING THE SPEED LIMIT/BLOCKING TRAFFIC",TRUE,"citation",NA,NA,"BLK","NISSAN","ROGU","White"
"524369",2015-01-07,NA,"US 59 AND CHIMNEY ROCK",29.65496,-95.4801843,"GM","15E20",15,NA,"male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"RED","FORD","MUST",NA
"368357",2014-09-04,NA,"1000 W. LAKE HOUSTON PKWY NORTHBOUND",29.7795471,-95.5625263,"GM","20G50",20,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",61,45,"GRAY","TOYOTA","4RUNNER","White"
"596007",2015-03-02,NA,"300 MCCARTY",29.7807298,-95.2864004,"GM","9C20",9,"white","male","vehicular","TURNING A VEHICLE FROM A DIRECT COURSE NOT IN SAFETY ACC",TRUE,"citation",NA,NA,"GRAY","INTRNATONL","TRUCK T","White"
"1818759",2018-03-05,15:38:00,"7100 GULF FWY, EAST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"white","female","vehicular","DRIVING AROUND A BARRACADE",TRUE,"citation",NA,NA,"ONG","HONDA","ELEMENT","White"
"232320",2014-05-22,NA,"KATY FWY, NORTH SERVICE RD AND GESSNER ROAD",29.7846239,-95.6282019,"GM","20G60",20,"white","female","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"BROWN","HOND","CR-V","White"
"2576552|2576553",2020-03-05,19:14:00,"BROAD ST AND GRIMES",29.701917,-95.3089199999999,"SU","13D10",13,"white","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY - INTERSECTION|FAILURE TO YIELD RIGHT-OF-WAY TO VEHICLE ON WIDER STREET(ACCIDENT)",TRUE,"citation",NA,NA,"BLACK","GMC","SIERRA","White"
"92866",2014-03-06,NA,"7000 GULF FWY, WEST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"unknown","female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"GRAY","CHEV","EQUI","Unknown"
"2301063",2019-05-09,14:25:00,"W 20TH AND BEVIS",29.8037139,-95.4223617,"GM","2A60",2,"white","female","vehicular","FAILURE TO YIELD RIGHT-OF-WAY LEAVING STOP SIGN - ACCIDENT",TRUE,"citation",NA,NA,"RED","HONDA","CR-V","White"
"64966",2014-02-16,NA,"WESTHEIMER AND SOUTH SHEPHERD",29.7425955,-95.4107533,"GM","1A30",1,"black","male","vehicular","PROHIBITED LEFT TURN  (FAIL TO OBEY TRAFFIC CONTROL DEVICE)  INTERSECTION",TRUE,"citation",NA,NA,"WHITE","NISS","SENTRA","Black"
"1811876",2018-02-28,10:56:00,"3300 S MACGREGOR WAY",29.7090551,-95.370758,"GM","10H60",10,"white","female","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",40,30,"GRY","TOYT","CORO","White"
"1376744|1376767|1376801",2016-12-25,NA,"6500 NORTH FWY (OB)",29.860168,-95.401585,"GM","6B10",6,NA,"male","vehicular","NO OPER. DRIVERS LICENSE (ACCIDENT)  NO VALID TEXAS DRIVERS LICENSE_(ACCIDENT)|CHANGING LANES NOT IN SAFETY - ACCIDENT|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","NISSAN","ALTIMA",NA
"2709100",2020-10-26,08:41:00,"200 W PARKER ROAD",29.8600214,-95.3999406,"GM","6B10",6,"black","female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","MAZD","PROT","Black"
"2018627|2018628|2018629|2018630|2018631",2018-08-14,00:49:00,"8000 MARTIN LUTHER KING BOULEVARD",29.6675886,-95.3373579,"GM","14D30",14,"black","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|DEFECTIVE EQUIPMENT.|TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)|TRANS. A CHILD UNDER EIGHT (8) YEARS OF AGE  W/OUT SAFETY SEAT SYSTEM (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BLK","AUDI","A6","Black"
"1571878",2017-06-15,NA,"KIMBERLY AND W SAM HOUSTON PKWY N",29.7760411,-95.5624825,"GM","20G50",20,NA,"male","vehicular","RAN RED LIGHT/INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"GRY","TOYOTA","RAV4",NA
"1979512|1979513",2018-07-12,09:55:00,"6700 BEECHNUT ST",29.6899364,-95.502952,"GM","17E20",17,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|NO (FRONT) (REAR) LICENSE PLATE",TRUE,"citation",NA,NA,"WHITE","NISSAN","ALTIMA",NA
"2592563",2020-04-17,21:28:00,"6600 LONG DRIVE",29.6875407,-95.3104751,"GM","13D10",13,NA,"male","vehicular","DRIVING AT NIGHT WITHOUT HEADLIGHTS (SINGLE BLOCK)",TRUE,"citation",NA,NA,"SIL","CHEVROLET","SILVERADO",NA
"1756248",2018-01-13,14:44:00,"2500 DURHAM",29.7808497,-95.410808,"GM","2A30",2,"white","male","vehicular","OPERATING MOTOR VEHICLE IN VIOLATION OF RESTRICTION CODE A ON DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","TOYT","TACO","White"
"1810961",2018-02-27,17:06:00,"9200 GULF FWY(SERVICE RD.)",29.7047677,-95.3003357,"GM","13D10",13,"white","male","vehicular","DEFECTIVE EQUIPMENT.",TRUE,"citation",NA,NA,"BLACK","GMC","YUKON","White"
"380295|380734|381035",2014-09-12,NA,"9100 W. MONTGOMERY RD (NB)",29.8753601,-95.4414476,"GM","6B40",6,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|OPERATE MOTOR VEHICLE & VIOLATE CODE B RESTRICTION ON DRIVERS LICENSE (SINGLE BLOCK)|SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",NA,NA,NA,"SATURN","UNKNOWN","Black"
"1380937|1381446",2016-12-29,NA,"8800 WESTHEIMER",29.7380024,-95.5193431,"GM","18F40",18,"white","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"RED","NISSAN","TITAN","White"
"4090",2014-01-04,NA,"7100 BELLFORT",29.6702036,-95.3038439,"GM","13D20",13,"white","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",60,35,"GRAY","HOND","2 DR","White"
"265908",2014-06-12,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",65,60,"BLACK","MERC","MONT","White"
"1761619",2018-01-20,13:45:00,NA,NA,NA,NA,NA,NA,"black","female","vehicular","DRIVING WITH LICENSE INVALID(DWLI) PROHIBITED BY ORDER",TRUE,"citation",NA,NA,"BLK","NISSAN","MAXIMA","Black"
"2199431|2199432",2019-02-05,16:11:00,"7900 CANAL ST",29.7341307,-95.282585,"GM","11H10",11,NA,"male","vehicular","SAFELOAD/TIEDOWNS (PART OF LOAD COULD FALL ONTO ROADWAY/CHAIN BROKEN/KINKS IN SECTION OF WIRE ROPE)|OPERATING A VEHICLE THAT IS UNSAFE, TO-WIT: (STATE UNSAFE CONDITION)",TRUE,"citation",NA,NA,NA,"TRUCK","MACK",NA
"2050351",2018-09-13,09:26:00,"W 28TH STREET WB AND BRINKMAN STREET",29.811834,-95.414859,"SU","2A60",2,"white","female","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"SIL","CHEVROLET","MALIBU","White"
"741645",2015-06-14,NA,"1400 NORTH LOOP EAST",29.7970381,-95.270944,"GM","9C30",9,"white","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"RED","DODGE","NITRO","White"
"2700248",2020-10-12,14:04:00,"8300 LA PORTE FWY, NORTH SERVICE RD",29.7084943,-95.2662178,"GM","11H30",11,NA,"male","vehicular","OPERATE A MOTOR VEHICLE WITH AN EXPIRED OR NO DRIVER'S LICENSE",TRUE,"citation",NA,NA,"WHI","GMC","YUKON",NA
"1139013",2016-05-24,NA,"700 FRANKLIN",29.764538,-95.3627027,"GM","1A10",1,"black","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"BLUE","NISSAN","ALTIMA","Black"
"1715556",2017-12-01,NA,"NW FWY AND DACOMA",29.8078726,-95.4554051,"GM","3B10",3,NA,"male","vehicular","RAN RED LIGHT/INTERSECTION - ACCIDENT",TRUE,"citation",NA,NA,"BLACK","CHEVROLET","SILVERADO",NA
"723761",2015-06-01,NA,"NORTH FWY, EAST SERVICE RD AND PATTON",29.798136,-95.371346,"GM","2A10",2,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"RED","DODGE","RAM","White"
"574528",2015-02-13,NA,"IH-610 AND US59",29.8048583,-95.3392722,"GM","7C20",7,"black","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",78,60,"GOLD","KIA","OPTI","Black"
"843815",2015-09-17,NA,"US 59 AND WILL CLAYTON PARKWAY",29.9823575,-95.2827459,"GM","22B40",22,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",76,65,"SIL","NISS","ALTI","White"
"1424848",2017-02-09,NA,"UNIVERSITY DR AND SH 35",29.7199032,-95.3416721,"GM","10H50",10,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - INTERSECTION",TRUE,"citation",NA,NA,"WHITE","CHEVROLET",NA,NA
"1378640",2016-12-28,NA,"10100 HEMPSTEAD ROAD",29.8015563,-95.4602163,"GM","3B10",3,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"SIL","KIA","OPTI","White"
"1699256",2017-11-14,NA,"4200 N MAIN",29.794827,-95.378088,"GM","2A20",2,"white","male","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING.../20",TRUE,"citation",30,20,"GRY","HONDA","ACCORD","White"
"2265808|2265809",2019-04-06,10:42:00,"SOUTHBANK AND BELNEATH",29.662497,-95.332662,"SU","14D30",14,"black","female","vehicular","FAILURE TO YIELD RIGHT-OF-WAY LEAVING STOP SIGN - ACCIDENT|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY - INTERSECTION",TRUE,"citation",NA,NA,"GRAY","ACURA","TL","Black"
"2415463",2019-08-28,09:16:00,"W 28TH (WEST BOUND ) AND BRINKMAN",29.811834,-95.414859,"SU","2A60",2,"black","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"GRY","ACURA","MDX","Black"
"2443438",2019-09-27,20:16:00,"TAFT S/B AND PACIFIC W/B",29.7467969,-95.3860062,"GM","1A20",1,"asian/pacific islander","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"BLACK","TOYOTA","CAMRY","Asian"
"2511060|2511061",2019-12-11,16:11:00,"3600 COLLEY",29.8472217,-95.3330214,"GM","7C30",7,"black","male","vehicular","DEFECTIVE EQUIPMENT - MUD GUARDS OR FLAPS (SINGLE BLOCK)|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"BLK","CHEVROLET","SILVERADO","Black"
"915212",2015-11-19,NA,"5700 LOST FOREST",29.8511093,-95.478018,"GM","6B30",6,"white","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","MITSUBISHI","SPORT","White"
"1036135",2016-03-03,NA,"13600 CLAY RD (E\B)",29.831724,-95.5926047,"GM","4F30",4,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",62,45,"GLD","CHEV","SUBU","White"
"2111188",2018-11-09,07:29:00,"6200 TELEPHONE RD",29.6762677,-95.2914991,"GM","13D20",13,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"BLK","FORD","F-150","White"
"10481",2014-01-09,NA,"1800 WASHINGTON [EASTBOUND ]",29.7677849,-95.3757366,"GM","2A40",2,"black","female","vehicular","SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",44,30,"GRAY","DODG","NITR","Black"
"108417",2014-03-15,NA,"1200 W LAKE HOUSTON PARKWAY",30.0792456,-95.1919952,"GM","24C20",24,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",55,40,"RED","FORD","F-15","White"
"2183951",2019-01-23,16:00:00,"2000 N 610 FWY",29.716488465,-95.266071,"SU","11H20",11,"black","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"WHITE","GMC","YUKON","Black"
"270045|270753",2014-06-16,NA,"100 W MOUNT HOUSTON ROAD",29.8970042,-95.3986074,"GM",NA,NA,"black","female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"BROWN","TOYT","AVALON","Black"
"852181",2015-09-24,NA,NA,NA,NA,NA,NA,NA,"white","male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"SIL","HUMMER","HUMM","White"
"1973191|1973192",2018-07-07,06:47:00,"10100 GULF FREEWAY",29.6447808,-95.2472926,"GM","12D10",12,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLK","ACURA","TL","White"
"1205111|1205183",2016-07-08,NA,"3300 TELEPHONE ROAD",29.7111206,-95.3151234,"GM","13D10",13,"white","male","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","VOLKSWAGEN","CC","White"
"355370",2014-08-23,NA,"W. LAKE HOUSTON PKWY",30.0115309,-95.1790417,"GM",NA,NA,NA,"female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",65,45,"RED","TOYT","CORO",NA
"1595591",2017-07-10,NA,"2200 TURNING BASIN",29.752303,-95.2655023,"GM","9C10",9,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",53,40,"BLK","DODGE","CHARGER","Black"
"2447821",2019-10-02,23:32:00,"1800 S WAYSIDE DRIVE",29.7193912390001,-95.313397903,"SU","11H10",11,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"BLU","FORD","EXPEDITION",NA
"1524919",2017-05-08,NA,"8300 S SAM HOUSTON PKWY",29.688143,-95.5595466,"GM","19G10",19,"white","male","vehicular","FAILURE TO YIELD RIGHT OF WAY EMERGING FROM (DRIVEWAY) (ALLEY) (BUILDING) (PRIVATE ROAD) - ACCIDENT",TRUE,"citation",NA,NA,"BLACK","BUICK","LACROSSE","White"
"888121",2015-10-27,NA,"W 18TH STREET AND HEMPSTEAD ROAD",29.8015563,-95.4602163,"GM","3B10",3,"white","female","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"MAR","LINCOLN","NAVIGATOR","White"
"1131932",2016-05-20,NA,"2400 LEELAND",29.7449883,-95.3564516,"GM","10H30",10,"black","male","vehicular","IMPEDING THE SPEED LIMIT/BLOCKING TRAFFIC",TRUE,"citation",NA,NA,"RED","CHEVROLET","2DR","Black"
